"Report_Name","Journal Article Requests"
"Report_ID","IR_A1"
"Release","5"
"Institution_Name","Stanford University"
"Institution_ID","rsc:2472"
"Metric_Types","Total_Item_Requests"
"Report_Filters","Data_Type=Journal|Article; Section_Type=Article; Access_Method=Regular"
"Report_Attributes",""
"Exceptions",""
"Reporting_Period","Begin_Date=2018-01-01; End_Date=2018-06-30"
"Created","2018-08-22"
"Created_By","MPS"

"Item","Publisher","Publisher_ID","Platform","Authors","Publication_Date","Article_Version","DOI","Proprietary_ID","ISBN","Print_ISSN","Online_ISSN","URI","Parent_Title","Parent_Data_Type","Parent_DOI","Parent_Proprietary_ID","Parent_ISBN","Parent_Print_ISSN","Parent_Online_ISSN","Parent_URI","Metric_Type","Reporting_Period_Total","Jan-2018","Feb-2018","Mar-2018","Apr-2018","May-2018","Jun-2018"
"Clinical application of polymeric micelles for the treatment of cancer","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6qm00289g","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","2","0","0","0","0","0","2"
"Electrolyte-gated light-emitting transistors: working principle and applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c7qm00258k","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","5","0","0","0","0","0","5"
"Pyrolysis of metal–organic frameworks to hierarchical porous Cu/Zn-nanoparticle@carbon materials for efficient CO2 hydrogenation","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7qm00328e","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","1","0","0","0","0","0","1"
"Integration of aligned polymer nanofibers within a microfluidic chip for efficient capture and rapid release of circulating tumor cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c7qm00570a","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","1","0","0","0","0","0","1"
"Electron-transporting foldable alternating copolymers of perylenediimide and flexible macromolecular chains","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c7qm00616k","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","2","0","0","0","0","0","2"
"Kirigami nanofluidics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c7qm00620a","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","1","0","0","0","0","0","1"
"Exploration of the two-step crystallization of organic micro/nano crystalline materials by fluorescence spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qm00118a","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","2","0","0","0","0","0","2"
"A supramolecular hyperbranched polymer with multi-responsiveness constructed by pillar[5]arene-based host–guest recognition and its application in the breath figure method","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qm00220g","","","","2052-1537","","Materials Chemistry Frontiers","Journal","10.1039/2052-1537/2016","","","","2052-1537","","Total_Item_Requests","4","0","0","0","0","0","4"
"Speciation and kinetic study of iron promoted sugar conversion to 5-hydroxymethylfurfural (HMF) and levulinic acid (LA)","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5qo00194c","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","3","0","0","0","0","0","3"
"Catalyst-free cross-coupling of N-tosylhydrazones with chromium(0) Fischer carbene complexes: a new approach to diarylethanone","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2015","0","10.1039/c5qo00241a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"A remarkable solvent effect of fluorinated alcohols on transition metal catalysed C–H functionalizations","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c5qo00398a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Synthesis of spiro[indane-1,3-dione-1-pyrrolines] via copper-catalyzed heteroannulation of ketoxime acetates with 2-arylideneindane-1,3-diones","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6qo00454g","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Donor- and acceptor-functionalized dibenzo[a,e]pentalenes: modulation of the electronic band gap","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6qo00487c","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Barry Martin Trost: Educator","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2016","0","10.1039/c6qo90033j","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Editorial: In celebration of Professor Barry M. Trost's 75th birthday","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c6qo90046a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Direct coupling of sp3 carbon of alkanes with a,ß-unsaturated carbonyl compounds using a copper/hydroperoxide system","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7qo00149e","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Ir/BiphPHOX-catalyzed asymmetric hydrogenation of 3-substituted 2,5-dihydropyrroles and 2,5-dihydrothiophene 1,1-dioxides","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7qo00248c","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"TBAF catalyzed one-pot synthesis of allenyl-indoles","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7qo00414a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Catalytic C–H amination at its limits: challenges and solutions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2017","0","10.1039/c7qo00547d","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Ni(i)–Ni(iii) vs. Ni(ii)–Ni(iv): mechanistic study of Ni-catalyzed alkylation of benzamides with alkyl halides","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c7qo00850c","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Copper(ii)-catalyzed trifluoromethylation of iodoarenes using Chen's reagent","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00025e","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Enantioselective indium(i)-catalyzed [4 + 2] annulation of alkoxyallenes and ß,?-unsaturated a-keto esters","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00319j","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Radical fluoroalkylthiolation of aldehydes with PhSO2SRf (Rf = CF3, C2F5, CF2H or CH2F): a general protocol for the preparation of fluoroalkylthioesters","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00327k","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Mechanistic insight into Ni-mediated decarbonylation of unstrained ketones: the origin of decarbonylation catalytic activity","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00335a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Sulfur mediated propargylic C–H alkylation of alkynes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00410b","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","2","0","0","0","0","0","2"
"Visible light-induced aryltrifluoromethylation of hydroxy alkenes via radical trifluoromethylation-triggered aryl and heteroaryl migration","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00430g","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Pd-catalyzed carbonylation of aryl C–H bonds in benzamides with CO2","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00433a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","3","0","0","0","0","0","3"
"Cobalt-catalyzed directed ortho-methylation of arenes with methyl tosylate","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00438b","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Dysohonin A, a meroditerpenoid incorporating a 6,15,6-fused heterotricyclic ring system from Dysoxylum hongkongense","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00469b","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Reactivity of arynes toward functionalized alkenes: intermolecular Alder-ene vs. addition reactions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00470f","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"One-pot one-base conditions for two shots: organocatalyzed tandem isomerization–olefination of allylic alcohols","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00505b","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Palladium-catalyzed reductive electrocarboxylation of allyl esters with carbon dioxide","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2018","0","10.1039/c8qo00507a","","","","2052-4129","","Organic Chemistry Frontiers","Journal","10.1039/2052-4129/2014","","","","2052-4129","","Total_Item_Requests","1","0","0","0","0","0","1"
"Sequential crystallization of sea urchin-like bimetallic (Ni, Co) carbonate hydroxide and its morphology conserved conversion to porous NiCo2O4 spinel for pseudocapacitors","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2011","0","10.1039/c1ra00342a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"A thermodynamic analysis of methanation reactions of carbon oxides for the production of synthetic natural gas","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra00632d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Recent developments in solvent-free multicomponent reactions: a perfect synergy for eco-compatible organic synthesis","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra01056a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"A photocleavable affinity tag for the enrichment of alkyne-modified biomolecules","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra20082a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Template-free synthesis of a hierarchical flower-like platinum counter electrode and its application in dye-sensitized solar cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra20194a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Improved synthesis of 14-hydroxy opioid pharmaceuticals and intermediates","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra21693k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Tin sulfide nanoribbons as high performance photoelectrochemical cells, flexible photodetectors and visible-light-driven photocatalysts","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22092j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"The Au(iii)-catalyzed coupling reactions between alcohols and N-heterocycles via C–H bond activation","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2012","0","10.1039/c2ra22120a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"E/Z Photochemical switches: syntheses, properties and applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22363e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Mesoporous nitrogen-doped carbon for copper-mediated Ullmann-type C–O/–N/–S cross-coupling reactions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22559j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Effect of alkyl and aryl substitutions on 1,2,4-triazolium-based ionic liquids for carbon dioxide separation and capture","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22646d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Efficiency enhancement in solid dye-sensitized solar cell by three-dimensional photonic crystal","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22746k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Atomic layer deposition and characterization of vanadium oxide thin films","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c2ra22820c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","6","0","0","0","0","0","6"
"Synthesis of multi-amine functionalized hydrogel for preparation of noble metal nanoparticles: utilization as highly active and recyclable catalysts in reduction of nitroaromatics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra22864a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Advances in synthesis and application of near-infrared absorbing squaraine dyes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra23048a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Nickel ions inducing growth of high-index faceted a-Fe2O3 and their facet-controlled magnetic properties","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra40194d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Poly(ionic liquid)-derived nitrogen-doped hollow carbon spheres: synthesis and loading with Fe2O3 for high-performance lithium ion batteries","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra41229f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Mechanical stabilities of silicene","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra41347k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"Spirally configured cis-stilbene/fluorene hybrids as ambipolar, fluorescent materials for organic light emitting diode applications","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra41642a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Van der Waals epitaxial growth of MoS2 on SiO2/Si by chemical vapor deposition","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra42171f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Additive-free solvothermal synthesis of hierarchical flower-like LiFePO4/C mesocrystal and its electrochemical performance","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra42855a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"The case for organic photovoltaics","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra42989j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"Copper-catalyzed aerobic alcohol oxidation under air in neat water by using a water-soluble ligand","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra43366h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Electron affinity of phenanthrene and ion core structure of its anion clusters","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra43498b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Size-controlled silver nanoparticles synthesized over the range 5–100 nm using the same protocol and their antibacterial efficacy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra44507k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Chlorotrimethylsilane (TMSCl): an efficient silicon-based Lewis acid mediator in allylic alkylation using a diethylzinc reagent","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra44742a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Quenched skeletal Ni as the effective catalyst for selective partial hydrogenation of polycyclic aromatic hydrocarbons","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra44871a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Fluorescence correlation spectroscopy in polymer science","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra44909b","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Mesoporous TiO2 as a nanostructured substrate for cell culture and cell patterning","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2013","0","10.1039/c3ra45136d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"A cationic morpholino antisense oligomer conjugate: synthesis, cellular uptake and inhibition of Gli1 in the hedgehog signalling pathway","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra45257c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","5","0","0","0","0","0","5"
"Interfacial phenomena in hematite photoanodes fabricated by directly associating iron oxide suspensions with FTO substrates using a dipping-annealing method","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra45692g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Thermal-runaway experiments on consumer Li-ion batteries with metal-oxide and olivin-type cathodes","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra45748f","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"A novel ionic liquid for Li ion batteries – uniting the advantages of guanidinium and piperidinium cations","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra46118a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Plasma and brain pharmacokinetics of previously unexplored lithium salts","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra46962j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","2","0","0","0","0","0","2"
"Magnetite as a heterogeneous electro Fenton catalyst for the removal of Rhodamine B from aqueous solution","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra46969g","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Imaging lipid order changes in endosome membranes of live cells by using a Nile Red-based membrane probe","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra47181k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","4","0","0","0","0","0","4"
"Preparation of fluorescein-based chemosensors and their sensing behaviors toward silver ions","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra47392a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Highly efficient gold nanoparticle dimer formation via DNA hybridization","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra47478j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Electrochemical formation of Cu/Ag surfaces and their applicability as heterogeneous catalysts","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c3ra47557c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"The particle proximity effect: from model to high surface area fuel cell catalysts","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra00261j","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Epigenetic manipulation of a filamentous fungus by the proteasome-inhibitor bortezomib induces the production of an additional secondary metabolite","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra00274a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Deformation and fracture behaviors of microporous polymer separators for lithium ion batteries","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra00983e","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Mechanistic insights into operational lithium–sulfur batteries by in situ X-ray diffraction and absorption spectroscopy","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra01388c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Layer reduction method for fabricating Pd-coated Ni foams as high-performance ethanol electrode for anion-exchange membrane fuel cells","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra01399a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Facile method to synthesize silver nanoparticles on the surface of hollow glass microspheres and their microwave shielding properties","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra01617c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Programming galvanostatic rates for fast-charging lithium ion batteries: a graphite case","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra01662a","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Self-immolative trigger-initiated polydiacetylene probe for ß-glucuronidase activity","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra01816h","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Light-induced cell aggregation of Euglena gracilis towards economically feasible biofuel production","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra02101k","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","3","0","0","0","0","0","3"
"Solid-phase peptide synthesis: an overview focused on the preparation of biologically relevant peptides","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra02458c","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
"Protein patterning on hydrogels by direct microcontact printing: application to cardiac differentiation","Royal Society of Chemistry","","rsc.org","Royal Society of Chemistry","2014","0","10.1039/c4ra03374d","","","","2046-2069","","RSC Advances","Journal","10.1039/2046-2069/2011","","","","2046-2069","","Total_Item_Requests","1","0","0","0","0","0","1"
